frame_idx,level,iou_gate,model
78,1,0.2555204927921295,kan
79,1,0.24290220439434052,kan
72,2,0.2857142984867096,kan
73,2,0.28464818000793457,kan
74,2,0.28358209133148193,kan
75,2,0.2825160026550293,kan
76,2,0.2889125943183899,kan
77,2,0.2857142984867096,kan
78,2,0.28678038716316223,kan
79,2,0.28464818000793457,kan
80,0,0.1875,kan
81,0,0.1979166716337204,kan
82,0,0.1979166716337204,kan
83,0,0.1875,kan
84,0,0.1979166716337204,kan
85,0,0.2083333283662796,kan
86,0,0.2083333283662796,kan
87,0,0.2083333283662796,kan
80,1,0.266211599111557,kan
81,1,0.276450514793396,kan
82,1,0.266211599111557,kan
83,1,0.26279863715171814,kan
84,1,0.266211599111557,kan
85,1,0.266211599111557,kan
86,1,0.266211599111557,kan
87,1,0.2593856751918793,kan
80,2,0.2752293646335602,kan
81,2,0.27828747034072876,kan
82,2,0.2793068289756775,kan
83,2,0.27420997619628906,kan
84,2,0.2762487232685089,kan
85,2,0.2752293646335602,kan
86,2,0.27828747034072876,kan
87,2,0.2721712589263916,kan
88,0,0.19387754797935486,kan
89,0,0.19387754797935486,kan
90,0,0.19387754797935486,kan
91,0,0.19387754797935486,kan
92,0,0.19387754797935486,kan
93,0,0.19387754797935486,kan
94,0,0.19387754797935486,kan
95,0,0.19387754797935486,kan
88,1,0.25850340723991394,kan
89,1,0.2687074840068817,kan
90,1,0.2687074840068817,kan
91,1,0.27210885286331177,kan
92,1,0.2687074840068817,kan
93,1,0.261904776096344,kan
94,1,0.261904776096344,kan
95,1,0.25850340723991394,kan
88,2,0.2845275104045868,kan
89,2,0.2931392788887024,kan
90,2,0.2931392788887024,kan
91,2,0.29106029868125916,kan
92,2,0.29106029868125916,kan
93,2,0.28898128867149353,kan
94,2,0.29106029868125916,kan
95,2,0.29002079367637634,kan
96,0,0.1875,kan
97,0,0.1979166716337204,kan
98,0,0.1875,kan
99,0,0.1875,kan
100,0,0.1875,kan
101,0,0.1770833283662796,kan
102,0,0.1770833283662796,kan
103,0,0.1666666716337204,kan
96,1,0.25167784094810486,kan
97,1,0.25503355264663696,kan
98,1,0.24832214415073395,kan
99,1,0.24832214415073395,kan
100,1,0.24832214415073395,kan
101,1,0.24832214415073395,kan
102,1,0.25167784094810486,kan
103,1,0.24496644735336304,kan
96,2,0.293864369392395,kan
97,2,0.2949407994747162,kan
98,2,0.29278793931007385,kan
99,2,0.2906350791454315,kan
100,2,0.2906350791454315,kan
101,2,0.2906350791454315,kan
102,2,0.29278793931007385,kan
103,2,0.28955867886543274,kan
104,0,0.15094339847564697,kan
105,0,0.1603773534297943,kan
106,0,0.16981132328510284,kan
107,0,0.16981132328510284,kan
108,0,0.16981132328510284,kan
109,0,0.16981132328510284,kan
110,0,0.17924527823925018,kan
111,0,0.18867924809455872,kan
104,1,0.25177305936813354,kan
105,1,0.2597864866256714,kan
106,1,0.2633451819419861,kan
107,1,0.2633451819419861,kan
108,1,0.2633451819419861,kan
109,1,0.2597864866256714,kan
110,1,0.2775800824165344,kan
111,1,0.2775800824165344,kan
104,2,0.29336437582969666,kan
105,2,0.29789718985557556,kan
106,2,0.30140188336372375,kan
107,2,0.3052631616592407,kan
108,2,0.3079625368118286,kan
109,2,0.300936758518219,kan
110,2,0.30327868461608887,kan
111,2,0.30562061071395874,kan
112,0,0.13750000298023224,kan
113,0,0.1265822798013687,kan
114,0,0.08860759437084198,kan
115,0,0.10126582533121109,kan
116,0,0.1139240488409996,kan
117,0,0.10126582533121109,kan
118,0,0.07594936341047287,kan
119,0,0.08860759437084198,kan
112,1,0.15000000596046448,kan
113,1,0.14220184087753296,kan
114,1,0.1376146823167801,kan
115,1,0.11926605552434921,kan
116,1,0.10091742873191833,kan
117,1,0.12385321408510208,kan
118,1,0.13302752375602722,kan
119,1,0.15596330165863037,kan
112,2,0.21095333993434906,kan
113,2,0.23505154252052307,kan
114,2,0.21030928194522858,kan
115,2,0.20867767930030823,kan
116,2,0.21576763689517975,kan
117,2,0.22727273404598236,kan
118,2,0.22727273404598236,kan
119,2,0.2417355328798294,kan
120,0,0.04285714402794838,kan
121,0,0.0714285746216774,kan
122,0,0.0845070406794548,kan
123,0,0.08571428805589676,kan
124,0,0.10000000149011612,kan
125,0,0.0714285746216774,kan
126,0,0.0714285746216774,kan
127,0,0.0714285746216774,kan
120,1,0.1170731708407402,kan
121,1,0.12195122241973877,kan
122,1,0.12682926654815674,kan
123,1,0.12254901975393295,kan
124,1,0.11764705926179886,kan
125,1,0.1034482792019844,kan
126,1,0.07352941483259201,kan
127,1,0.06372549384832382,kan
120,2,0.2698863744735718,kan
121,2,0.28080227971076965,kan
122,2,0.2779369652271271,kan
123,2,0.2628571391105652,kan
124,2,0.25,kan
125,2,0.25072887539863586,kan
126,2,0.2182890921831131,kan
127,2,0.1871345043182373,kan
128,0,0.014492753893136978,kan
129,0,0.014705882407724857,kan
130,0,0.05882352963089943,kan
131,0,0.04477611929178238,kan
132,0,0.02985074557363987,kan
133,0,0.07352941483259201,kan
134,0,0.05882352963089943,kan
135,0,0.10447761416435242,kan
128,1,0.029556650668382645,kan
129,1,0.03431372717022896,kan
130,1,0.054999999701976776,kan
131,1,0.07035175710916519,kan
132,1,0.06598984450101852,kan
133,1,0.07575757801532745,kan
134,1,0.09090909361839294,kan
135,1,0.07999999821186066,kan
128,2,0.08021390438079834,kan
129,2,0.05454545468091965,kan
130,2,0.11716621369123459,kan
131,2,0.17696629464626312,kan
132,2,0.16246499121189117,kan
133,2,0.18233618140220642,kan
134,2,0.1869688332080841,kan
135,2,0.21652421355247498,kan
136,0,0.09333333373069763,kan
137,0,0.06756756454706192,kan
138,0,0.0810810774564743,kan
139,0,0.054054055362939835,kan
140,0,0.04054053872823715,kan
141,0,0.06756756454706192,kan
142,0,0.06756756454706192,kan
143,0,0.054054055362939835,kan
136,1,0.095238097012043,kan
137,1,0.10096153616905212,kan
138,1,0.10576923191547394,kan
139,1,0.09615384787321091,kan
140,1,0.07692307978868484,kan
141,1,0.09615384787321091,kan
142,1,0.10096153616905212,kan
143,1,0.09615384787321091,kan
136,2,0.15531915426254272,kan
137,2,0.16559140384197235,kan
138,2,0.17456896603107452,kan
139,2,0.16379310190677643,kan
140,2,0.1443965584039688,kan
141,2,0.1767241358757019,kan
142,2,0.1681034415960312,kan
143,2,0.15948276221752167,kan
144,0,0.04444444552063942,kan
145,0,0.05494505539536476,kan
146,0,0.021978022530674934,kan
147,0,0.011111111380159855,kan
148,0,0.02222222276031971,kan
149,0,0.04444444552063942,kan
150,0,0.056179776787757874,kan
151,0,0.056179776787757874,kan
144,1,0.053921569138765335,kan
145,1,0.07352941483259201,kan
146,1,0.05000000074505806,kan
147,1,0.04522613063454628,kan
148,1,0.055837564170360565,kan
149,1,0.0949999988079071,kan
150,1,0.05076142027974129,kan
151,1,0.08585858345031738,kan
144,2,0.08070866018533707,kan
145,2,0.09437751024961472,kan
146,2,0.09572301059961319,kan
147,2,0.10450819879770279,kan
148,2,0.1036585345864296,kan
149,2,0.12731006741523743,kan
150,2,0.11434511095285416,kan
151,2,0.138364776968956,kan
152,0,0.021978022530674934,kan
153,0,0.032967034727334976,kan
154,0,0.05494505539536476,kan
155,0,0.032967034727334976,kan
156,0,0.03333333507180214,kan
157,0,0.03333333507180214,kan
158,0,0.05494505539536476,kan
159,0,0.04444444552063942,kan
152,1,0.05747126415371895,kan
153,1,0.06358381360769272,kan
154,1,0.08670520037412643,kan
155,1,0.0872092992067337,kan
156,1,0.06936416029930115,kan
157,1,0.08139535039663315,kan
158,1,0.080924853682518,kan
159,1,0.08139535039663315,kan
152,2,0.08501118421554565,kan
153,2,0.1098654717206955,kan
154,2,0.11872146278619766,kan
155,2,0.12211981415748596,kan
156,2,0.13333334028720856,kan
157,2,0.14351852238178253,kan
158,2,0.1339491903781891,kan
159,2,0.1359446942806244,kan
160,0,0.037974681705236435,kan
161,0,0.025316456332802773,kan
162,0,0.02500000037252903,kan
163,0,0.037974681705236435,kan
164,0,0.025316456332802773,kan
165,0,0.025316456332802773,kan
166,0,0.025316456332802773,kan
167,0,0.037974681705236435,kan
160,1,0.041450776159763336,kan
161,1,0.03141361102461815,kan
162,1,0.03191489353775978,kan
163,1,0.05347593501210213,kan
164,1,0.05347593501210213,kan
165,1,0.04838709533214569,kan
166,1,0.02688172087073326,kan
167,1,0.037634409964084625,kan
160,2,0.041015625,kan
161,2,0.06599999964237213,kan
162,2,0.06085192784667015,kan
163,2,0.0649087205529213,kan
164,2,0.04897959157824516,kan
165,2,0.05979381501674652,kan
166,2,0.04732510447502136,kan
167,2,0.05773195996880531,kan
168,0,0.014705882407724857,kan
169,0,0.007352941203862429,kan
170,0,0.022058824077248573,kan
171,0,0.0,kan
172,0,0.007352941203862429,kan
173,0,0.0,kan
174,0,0.0,kan
175,0,0.0,kan
168,1,0.025531914085149765,kan
169,1,0.025423727929592133,kan
170,1,0.025316456332802773,kan
171,1,0.012711863964796066,kan
172,1,0.021276595070958138,kan
173,1,0.008510638028383255,kan
174,1,0.016949152573943138,kan
175,1,0.0042553190141916275,kan
168,2,0.02450229786336422,kan
169,2,0.027522936463356018,kan
170,2,0.02583586610853672,kan
171,2,0.02286585420370102,kan
172,2,0.01834862306714058,kan
173,2,0.015337423421442509,kan
174,2,0.012345679104328156,kan
175,2,0.0138248847797513,kan
176,0,0.0,kan
177,0,0.0,kan
178,0,0.0,kan
179,0,0.005847953259944916,kan
180,0,0.005847953259944916,kan
181,0,0.005847953259944916,kan
182,0,0.011695906519889832,kan
183,0,0.011695906519889832,kan
176,1,0.014925372786819935,kan
177,1,0.024875622242689133,kan
178,1,0.019900497049093246,kan
179,1,0.014925372786819935,kan
180,1,0.004975124262273312,kan
181,1,0.009950248524546623,kan
182,1,0.014925372786819935,kan
183,1,0.04477611929178238,kan
176,2,0.0758293867111206,kan
177,2,0.09004739671945572,kan
178,2,0.07619047909975052,kan
179,2,0.04265403002500534,kan
180,2,0.05188679322600365,kan
181,2,0.07075471431016922,kan
182,2,0.0995260700583458,kan
183,2,0.15639810264110565,kan
184,0,0.008928571827709675,kan
185,0,0.008928571827709675,kan
186,0,0.0,kan
187,0,0.01785714365541935,kan
188,0,0.01785714365541935,kan
189,0,0.01785714365541935,kan
190,0,0.02678571455180645,kan
191,0,0.01785714365541935,kan
184,1,0.04278074949979782,kan
185,1,0.048128340393304825,kan
186,1,0.03208556026220322,kan
187,1,0.04278074949979782,kan
188,1,0.048128340393304825,kan
189,1,0.03208556026220322,kan
190,1,0.048128340393304825,kan
191,1,0.03208556026220322,kan
184,2,0.15555556118488312,kan
185,2,0.1504424810409546,kan
186,2,0.12444444745779037,kan
187,2,0.14222222566604614,kan
188,2,0.15555556118488312,kan
189,2,0.1644444465637207,kan
190,2,0.14601770043373108,kan
191,2,0.11946902424097061,kan
192,0,0.1484375,kan
193,0,0.1538461595773697,kan
194,0,0.16030533611774445,kan
195,0,0.1550387591123581,kan
196,0,0.13953489065170288,kan
197,0,0.12598425149917603,kan
198,0,0.14960630238056183,kan
199,0,0.1428571492433548,kan
192,1,0.15481171011924744,kan
193,1,0.15690375864505768,kan
194,1,0.15481171011924744,kan
195,1,0.15856236219406128,kan
196,1,0.15677966177463531,kan
197,1,0.1416490525007248,kan
198,1,0.1613588184118271,kan
199,1,0.15074309706687927,kan
192,2,0.15232877433300018,kan
193,2,0.15232877433300018,kan
194,2,0.15439561009407043,kan
195,2,0.16112956404685974,kan
196,2,0.15294772386550903,kan
197,2,0.15072302520275116,kan
198,2,0.1713169664144516,kan
199,2,0.1662946492433548,kan
200,0,0.11428571492433548,kan
201,0,0.125,kan
202,0,0.1538461595773697,kan
203,0,0.17475728690624237,kan
204,0,0.1553398072719574,kan
205,0,0.14423076808452606,kan
206,0,0.17475728690624237,kan
207,0,0.19417475163936615,kan
200,1,0.12228260934352875,kan
201,1,0.15258856117725372,kan
202,1,0.1597796082496643,kan
203,1,0.18994413316249847,kan
204,1,0.18820224702358246,kan
205,1,0.18873240053653717,kan
206,1,0.18873240053653717,kan
207,1,0.2197183072566986,kan
200,2,0.1477438062429428,kan
201,2,0.1691068857908249,kan
202,2,0.18107908964157104,kan
203,2,0.19985030591487885,kan
204,2,0.19442351162433624,kan
205,2,0.19532428681850433,kan
206,2,0.2073906511068344,kan
207,2,0.2247360497713089,kan
208,0,0.19417475163936615,kan
209,0,0.20388349890708923,kan
210,0,0.17475728690624237,kan
211,0,0.16346153616905212,kan
212,0,0.16190476715564728,kan
213,0,0.19417475163936615,kan
214,0,0.1553398072719574,kan
215,0,0.1764705926179886,kan
208,1,0.18926553428173065,kan
209,1,0.1910112351179123,kan
210,1,0.20396600663661957,kan
211,1,0.2124645859003067,kan
212,1,0.21652421355247498,kan
213,1,0.2068965584039688,kan
214,1,0.17971014976501465,kan
215,1,0.18550725281238556,kan
208,2,0.20892494916915894,kan
209,2,0.20416386425495148,kan
210,2,0.20187166333198547,kan
211,2,0.21601614356040955,kan
212,2,0.21240727603435516,kan
213,2,0.20040485262870789,kan
214,2,0.1683569997549057,kan
215,2,0.16768085956573486,kan
216,0,0.1603773534297943,kan
217,0,0.15887850522994995,kan
218,0,0.1428571492433548,kan
219,0,0.15094339847564697,kan
220,0,0.15238095819950104,kan
221,0,0.19230769574642181,kan
222,0,0.14423076808452606,kan
223,0,0.14705882966518402,kan
216,1,0.16585366427898407,kan
217,1,0.16428571939468384,kan
218,1,0.14454975724220276,kan
219,1,0.13380281627178192,kan
220,1,0.15676960349082947,kan
221,1,0.18048781156539917,kan
222,1,0.17777778208255768,kan
223,1,0.17401960492134094,kan
216,2,0.18031658232212067,kan
217,2,0.18408630788326263,kan
218,2,0.1685618758201599,kan
219,2,0.16466666758060455,kan
220,2,0.18518517911434174,kan
221,2,0.20801658928394318,kan
222,2,0.20653685927391052,kan
223,2,0.1939268410205841,kan
224,0,0.11971831321716309,kan
225,0,0.15492957830429077,kan
226,0,0.13380281627178192,kan
227,0,0.11267605423927307,kan
228,0,0.1118881106376648,kan
229,0,0.13380281627178192,kan
230,0,0.14084507524967194,kan
231,0,0.14084507524967194,kan
224,1,0.17391304671764374,kan
225,1,0.17307692766189575,kan
226,1,0.17548076808452606,kan
227,1,0.1642512083053589,kan
228,1,0.1525423675775528,kan
229,1,0.1650485396385193,kan
230,1,0.1634146273136139,kan
231,1,0.15441176295280457,kan
224,2,0.16564416885375977,kan
225,2,0.166971355676651,kan
226,2,0.16686967015266418,kan
227,2,0.16053920984268188,kan
228,2,0.15925925970077515,kan
229,2,0.15851393342018127,kan
230,2,0.15547263622283936,kan
231,2,0.1573667675256729,kan
232,0,0.12295082211494446,kan
233,0,0.13821138441562653,kan
234,0,0.13821138441562653,kan
235,0,0.12096773833036423,kan
236,0,0.12903225421905518,kan
237,0,0.12096773833036423,kan
238,0,0.12096773833036423,kan
239,0,0.14516128599643707,kan
232,1,0.12177985906600952,kan
233,1,0.13679245114326477,kan
234,1,0.1401425153017044,kan
235,1,0.15439429879188538,kan
236,1,0.1496437042951584,kan
237,1,0.1516587734222412,kan
238,1,0.17102137207984924,kan
239,1,0.17102137207984924,kan
232,2,0.11716937273740768,kan
233,2,0.13702623546123505,kan
234,2,0.14143192768096924,kan
235,2,0.15041127800941467,kan
236,2,0.15041127800941467,kan
237,2,0.15334899723529816,kan
238,2,0.1615746170282364,kan
239,2,0.16627496480941772,kan
240,0,0.12403100728988647,kan
241,0,0.12977099418640137,kan
242,0,0.10852713137865067,kan
243,0,0.1484375,kan
244,0,0.1171875,kan
245,0,0.10236220806837082,kan
246,0,0.08661417663097382,kan
247,0,0.08661417663097382,kan
240,1,0.1335952877998352,kan
241,1,0.15217390656471252,kan
242,1,0.1428571492433548,kan
243,1,0.15109343826770782,kan
244,1,0.1391650140285492,kan
245,1,0.13320079445838928,kan
246,1,0.111332006752491,kan
247,1,0.10337971895933151,kan
240,2,0.1463806927204132,kan
241,2,0.15236051380634308,kan
242,2,0.14954276382923126,kan
243,2,0.1483870893716812,kan
244,2,0.13794954121112823,kan
245,2,0.12721416354179382,kan
246,2,0.10681696236133575,kan
247,2,0.09554482251405716,kan
248,0,0.11214952915906906,kan
249,0,0.11214952915906906,kan
250,0,0.12264151126146317,kan
251,0,0.1320754736661911,kan
252,0,0.1428571492433548,kan
253,0,0.125,kan
254,0,0.14423076808452606,kan
255,0,0.11538461595773697,kan
248,1,0.13267813622951508,kan
249,1,0.14250613749027252,kan
250,1,0.15233415365219116,kan
251,1,0.15724815428256989,kan
252,1,0.1621621549129486,kan
253,1,0.1621621549129486,kan
254,1,0.1498771458864212,kan
255,1,0.15233415365219116,kan
248,2,0.13372471928596497,kan
249,2,0.14416177570819855,kan
250,2,0.1538461595773697,kan
251,2,0.1629726141691208,kan
252,2,0.17068403959274292,kan
253,2,0.1705729216337204,kan
254,2,0.1575520783662796,kan
255,2,0.16818773746490479,kan
256,0,0.15887850522994995,kan
257,0,0.17757008969783783,kan
258,0,0.1666666716337204,kan
259,0,0.12844036519527435,kan
260,0,0.14814814925193787,kan
261,0,0.15887850522994995,kan
262,0,0.1682243049144745,kan
263,0,0.17757008969783783,kan
256,1,0.19034090638160706,kan
257,1,0.190476194024086,kan
258,1,0.1818181872367859,kan
259,1,0.18333333730697632,kan
260,1,0.19559228420257568,kan
261,1,0.2247191071510315,kan
262,1,0.2237960398197174,kan
263,1,0.2222222238779068,kan
256,2,0.1904362440109253,kan
257,2,0.1975206583738327,kan
258,2,0.19286872446537018,kan
259,2,0.2123456746339798,kan
260,2,0.2123456746339798,kan
261,2,0.21599340438842773,kan
262,2,0.22845187783241272,kan
263,2,0.24448217451572418,kan
264,0,0.14782609045505524,kan
265,0,0.12711864709854126,kan
266,0,0.1538461595773697,kan
267,0,0.18803419172763824,kan
268,0,0.17094017565250397,kan
269,0,0.16239316761493683,kan
270,0,0.16239316761493683,kan
271,0,0.12173912674188614,kan
264,1,0.1928020566701889,kan
265,1,0.18346253037452698,kan
266,1,0.1787564754486084,kan
267,1,0.196891188621521,kan
268,1,0.18134714663028717,kan
269,1,0.17616580426692963,kan
270,1,0.18134714663028717,kan
271,1,0.15803109109401703,kan
264,2,0.18780319392681122,kan
265,2,0.20283688604831696,kan
266,2,0.1879432648420334,kan
267,2,0.2049645334482193,kan
268,2,0.19929078221321106,kan
269,2,0.18865248560905457,kan
270,2,0.19007092714309692,kan
271,2,0.1765957474708557,kan
272,0,0.24285714328289032,kan
273,0,0.2374100685119629,kan
274,0,0.24460431933403015,kan
275,0,0.2517985701560974,kan
276,0,0.2374100685119629,kan
277,0,0.2374100685119629,kan
278,0,0.2374100685119629,kan
279,0,0.23021583259105682,kan
272,1,0.34316354990005493,kan
273,1,0.34770888090133667,kan
274,1,0.35945945978164673,kan
275,1,0.3804347813129425,kan
276,1,0.3695652186870575,kan
277,1,0.3695652186870575,kan
278,1,0.3695652186870575,kan
279,1,0.36141303181648254,kan
272,2,0.25199130177497864,kan
273,2,0.25544267892837524,kan
274,2,0.26090115308761597,kan
275,2,0.26690909266471863,kan
276,2,0.2649199366569519,kan
277,2,0.264192134141922,kan
278,2,0.2547307014465332,kan
279,2,0.2518194913864136,kan
280,0,0.21621622145175934,kan
281,0,0.20270270109176636,kan
282,0,0.18918919563293457,kan
283,0,0.20270270109176636,kan
284,0,0.21621622145175934,kan
285,0,0.20134228467941284,kan
286,0,0.19594594836235046,kan
287,0,0.18918919563293457,kan
280,1,0.3470436930656433,kan
281,1,0.336760938167572,kan
282,1,0.3341902196407318,kan
283,1,0.3341902196407318,kan
284,1,0.33933162689208984,kan
285,1,0.32904884219169617,kan
286,1,0.31362468004226685,kan
287,1,0.305912584066391,kan
280,2,0.25867050886154175,kan
281,2,0.2572254240512848,kan
282,2,0.2608381509780884,kan
283,2,0.2608381509780884,kan
284,2,0.2572254240512848,kan
285,2,0.2608381509780884,kan
286,2,0.25,kan
287,2,0.24566474556922913,kan
288,0,0.21052631735801697,kan
289,0,0.2255639135837555,kan
290,0,0.23308271169662476,kan
291,0,0.24812030792236328,kan
292,0,0.23308271169662476,kan
293,0,0.24812030792236328,kan
294,0,0.25,kan
295,0,0.21969696879386902,kan
288,1,0.323369562625885,kan
289,1,0.3279132843017578,kan
290,1,0.3351498544216156,kan
291,1,0.34153005480766296,kan
292,1,0.31780821084976196,kan
293,1,0.3315068483352661,kan
294,1,0.31506848335266113,kan
295,1,0.3041096031665802,kan
288,2,0.26617100834846497,kan
289,2,0.2626488208770752,kan
